速腾,男,油耗,1238693
速腾,男,安全,1258184
速腾,男,价格,1636102
速腾,男,外观,1497670
速腾,男,动力,1540972
速腾,男,操控,1433216
速腾,男,内饰,1223897
速腾,男,保养,1458858
速腾,男,配置,1328234
速腾,女,油耗,198641
速腾,女,安全,204753
速腾,女,价格,302031
速腾,女,外观,272844
速腾,女,动力,260398
速腾,女,操控,233290
速腾,女,内饰,192907
速腾,女,保养,244578
速腾,女,配置,213114
途观,男,油耗,2497506
途观,男,安全,2676142
途观,男,价格,3225678
途观,男,外观,2970669
途观,男,动力,3043706
途观,男,操控,2891975
途观,男,内饰,2480577
途观,男,保养,2842689
途观,男,配置,2737213
途观,女,油耗,363861
途观,女,安全,394771
途观,女,价格,513495
途观,女,外观,458243
途观,女,动力,476874
途观,女,操控,442226
途观,女,内饰,350025
途观,女,保养,433750
途观,女,配置,404908
奥迪A3进口,男,油耗,1098193
奥迪A3进口,男,安全,1202457
奥迪A3进口,男,价格,1435912
奥迪A3进口,男,外观,1377992
奥迪A3进口,男,动力,1345515
奥迪A3进口,男,操控,1297058
奥迪A3进口,男,内饰,1257646
奥迪A3进口,男,保养,1280300
奥迪A3进口,男,配置,1333708
奥迪A3进口,女,油耗,154750
奥迪A3进口,女,安全,186576
奥迪A3进口,女,价格,237575
奥迪A3进口,女,外观,222880
奥迪A3进口,女,动力,205464
奥迪A3进口,女,操控,207801
奥迪A3进口,女,内饰,185190
奥迪A3进口,女,保养,204397
奥迪A3进口,女,配置,210813
桑塔纳,男,油耗,1394468
桑塔纳,男,安全,1518928
桑塔纳,男,价格,1803476
桑塔纳,男,外观,1827609
桑塔纳,男,动力,1867862
桑塔纳,男,操控,1777665
桑塔纳,男,内饰,1597794
桑塔纳,男,保养,1625862
桑塔纳,男,配置,1648565
桑塔纳,女,油耗,184766
桑塔纳,女,安全,208295
桑塔纳,女,价格,273776
桑塔纳,女,外观,275134
桑塔纳,女,动力,281379
桑塔纳,女,操控,261894
桑塔纳,女,内饰,219474
桑塔纳,女,保养,231814
桑塔纳,女,配置,230712
凌渡,男,油耗,743314
凌渡,男,安全,715757
凌渡,男,价格,898288
凌渡,男,外观,830000
凌渡,男,动力,868899
凌渡,男,操控,843833
凌渡,男,内饰,753800
凌渡,男,保养,819898
凌渡,男,配置,791387
凌渡,女,油耗,104495
凌渡,女,安全,98700
凌渡,女,价格,140817
凌渡,女,外观,123010
凌渡,女,动力,132031
凌渡,女,操控,127681
凌渡,女,内饰,107133
凌渡,女,保养,122003
凌渡,女,配置,113597
雅阁,男,油耗,1548979
雅阁,男,安全,1632186
雅阁,男,价格,1815211
雅阁,男,外观,1806246
雅阁,男,动力,1854360
雅阁,男,操控,1754619
雅阁,男,内饰,1617816
雅阁,男,保养,1662187
雅阁,男,配置,1691880
雅阁,女,油耗,204114
雅阁,女,安全,213671
雅阁,女,价格,250701
雅阁,女,外观,255582
雅阁,女,动力,264620
雅阁,女,操控,240387
雅阁,女,内饰,213826
雅阁,女,保养,218125
雅阁,女,配置,229307
